company_id,company_name,sector,period_end,period_type,currency,revenue,cogs,gross_profit,sga,ebitda,ebitda_margin,capex,cash,ar,inventory,ap,net_debt,free_cash_flow,anomaly_flag_design
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-02-28,month,GBP,4308290.54,2730887.32,1577403.22,1222456.56,354946.66,0.0824,143766.0,6658461.37,703610.82,330227.7,334071.4,27304923.18,190187.65,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-03-31,month,GBP,4257450.88,2728752.56,1528698.32,1223779.8,304918.52,0.0716,146271.52,6692996.24,652467.21,371284.87,340168.37,27284202.26,138139.49,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-04-30,month,GBP,4207734.66,2718042.55,1489692.12,1208060.42,281631.69,0.0669,156865.93,6718962.36,670495.81,363192.58,336978.54,27268622.59,103864.47,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-05-31,month,GBP,4200684.89,2636505.79,1564179.1,1241448.24,322730.87,0.0768,170886.01,6751748.66,636896.85,364107.51,311016.24,27248950.8,131145.21,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-06-30,month,GBP,4156770.8,2675312.04,1481458.76,1215629.52,265829.24,0.064,131759.23,6779720.39,653253.83,411549.36,325367.61,27232167.76,111886.94,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-07-31,month,GBP,4188928.93,2681698.61,1507230.32,1170372.21,336858.12,0.0804,141242.47,6823250.47,677765.96,360574.6,321828.79,27206049.72,174120.3,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-08-31,month,GBP,4179993.77,2678609.43,1501384.34,1243908.75,257475.59,0.0616,153740.5,6844376.29,622225.16,370192.04,351356.75,27193374.23,84503.28,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-09-30,month,GBP,4269493.49,2764459.71,1505033.78,1231009.12,274024.67,0.0642,149018.26,6870988.99,592735.28,391127.61,365343.27,27177406.61,106450.82,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-10-31,month,GBP,4249065.21,2728340.16,1520725.05,1243283.19,277441.86,0.0653,142341.17,6899143.91,662882.34,388870.24,302384.68,27160513.66,112619.66,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-11-30,month,GBP,4282054.76,2776535.15,1505519.61,1221046.9,284472.71,0.0664,160297.64,6924414.34,742566.89,363850.15,336639.98,27145351.39,101081.76,True
portco_b_industrial,Company B — Industrial Manufacturing,Industrial Manufacturing,2027-12-31,month,GBP,4304352.82,2803890.42,1500462.39,1222136.83,278325.57,0.0647,153308.22,6949604.7,707056.69,439415.23,337941.28,27130237.18,100761.43,True
